16 0.000475234
32 0.000352287
48 0.000244297
64 0.000354758
80 0.000331844
96 0.000347428
112 0.000347689
128 0.000354202
144 0.000353744
160 0.000268193
176 0.00035432
192 0.000359291
208 0.000240536
224 0.000476602
240 0.000393083
256 0.00024582
272 0.000352944
288 0.000252107
304 0.00035211
320 0.000351067
336 0.000349457
352 0.000244523
368 0.000247857
384 0.000245532
400 0.000350468
416 0.000242685
432 0.000349668
448 0.000345978
464 0.000505543
480 0.000491554
496 0.000410794
512 0.000244844
528 0.000348937
544 0.000349679
560 0.000347185
576 0.000343733
592 0.000389602
608 0.000351862
624 0.000350152
640 0.000508697
656 0.000397846
672 0.00035337
688 0.000243511
704 0.000350576
720 0.000247212
736 0.000349233
752 0.000354416
768 0.000245321
784 0.000593278
800 0.000351419
816 0.000243628
832 0.000343134
848 0.000351565
864 0.000346387
880 0.000280468
896 0.00044071
912 0.000247822
928 0.000246663
944 0.000244176
960 0.000246352
976 0.00048063
992 0.000351085
1008 0.00035395
1024 0.000398667
1040 0.00102839
1056 9.7046e-05
1072 8.6231e-05
1088 8.9162e-05
1104 8.869e-05
1120 8.8801e-05
1136 9.1187e-05
1152 8.8166e-05
1168 8.8107e-05
1184 8.7523e-05
1200 8.8325e-05
1216 0.000830854
1232 8.9497e-05
1248 8.8092e-05
1264 8.9953e-05
1280 8.8464e-05
1296 8.7569e-05
1312 9.5997e-05
1328 8.9214e-05
1344 8.8665e-05
1360 8.8103e-05
1376 8.7319e-05
1392 8.9515e-05
1408 8.903e-05
1424 8.9311e-05
1440 8.9535e-05
1456 8.8997e-05
1472 8.9206e-05
1488 8.9325e-05
1504 8.9037e-05
1520 8.909e-05
1536 9.2955e-05
1552 8.984e-05
1568 8.7916e-05
1584 8.8364e-05
1600 0.0002209
1616 0.00021205
1632 9.0667e-05
1648 9.0745e-05
1664 8.9344e-05
1680 8.7247e-05
1696 8.773e-05
1712 0.000102365
1728 0.000940516
1744 8.8173e-05
1760 8.714e-05
1776 8.8231e-05
1792 0.000106614
1808 8.9153e-05
1824 8.8058e-05
1840 8.6594e-05
1856 8.6764e-05
1872 8.934e-05
1888 8.9013e-05
1904 0.000143745
1920 8.9708e-05
1936 8.8943e-05
1952 0.000108596
1968 8.8352e-05
1984 8.8466e-05
2000 0.000300145
2016 9.573e-05
2032 0.000201603
2048 8.9018e-05
2064 8.8872e-05
2080 8.7378e-05
2096 8.8239e-05
2112 0.000172661
2128 8.7186e-05
2144 8.6609e-05
2160 8.651e-05
2176 8.7581e-05
2192 8.874e-05
2208 8.7273e-05
2224 0.000296358
2240 8.8285e-05
2256 8.8908e-05
2272 8.8345e-05
2288 9.0019e-05
2304 8.9667e-05
2320 8.7761e-05
2336 8.9407e-05
2352 8.8905e-05
2368 0.000122784
2384 8.7253e-05
2400 8.686e-05
2416 8.9072e-05
2432 0.000113731
2448 9.0539e-05
2464 0.000123318
2480 8.7315e-05
2496 8.9197e-05
2512 0.000739734
2528 9.0098e-05
2544 0.000240228
2560 8.902e-05
2576 0.000250734
2592 0.000755009
2608 8.8147e-05
