2624 8.7908e-05
2640 0.0007526
2656 0.000152042
2672 8.7459e-05
2688 8.9794e-05
2704 0.000121059
2720 0.00103681
2736 8.87e-05
2752 0.000119985
2768 9.7275e-05
2784 8.9266e-05
2800 8.9683e-05
2816 8.8179e-05
2832 0.000107284
2848 8.6634e-05
2864 9.3529e-05
2880 0.000612935
2896 8.9159e-05
2912 9.8124e-05
2928 9.1483e-05
2944 8.9924e-05
2960 9.5233e-05
2976 8.6637e-05
2992 8.8626e-05
3008 8.7682e-05
3024 8.8826e-05
3040 8.9298e-05
3056 8.8929e-05
3072 8.8906e-05
3088 8.8652e-05
3104 8.9341e-05
3120 8.8716e-05
3136 8.8892e-05
3152 0.000102342
3168 8.7388e-05
3184 0.000188065
3200 8.8181e-05
3216 8.8902e-05
3232 8.8358e-05
3248 8.9023e-05
3264 8.8207e-05
3280 0.000144822
3296 0.000838553
3312 0.000103504
3328 8.7928e-05
3344 8.815e-05
3360 8.7918e-05
3376 0.000108088
3392 8.7786e-05
3408 8.7004e-05
3424 0.000114745
3440 9.0446e-05
3456 8.9687e-05
3472 8.8314e-05
3488 8.9417e-05
3504 0.00082162
3520 8.7342e-05
3536 8.7778e-05
3552 8.6829e-05
3568 8.949e-05
3584 0.000112562
3600 8.9692e-05
3616 8.8849e-05
3632 8.7625e-05
3648 8.8425e-05
3664 8.9027e-05
3680 8.9351e-05
3696 0.000119068
3712 8.972e-05
3728 8.7457e-05
3744 8.8147e-05
3760 0.0010943
3776 9.0273e-05
3792 8.9924e-05
3808 8.9762e-05
3824 8.908e-05
3840 0.00109054
3856 8.8833e-05
3872 0.000202209
3888 8.9076e-05
3904 0.000217844
3920 8.7803e-05
3936 8.8847e-05
3952 8.8357e-05
3968 0.000922117
3984 0.000237974
4000 8.9381e-05
4016 9.6363e-05
4032 8.9888e-05
4048 8.9308e-05
4064 8.9343e-05
4080 0.000792372
4096 8.9993e-05
4112 8.9123e-05
4128 8.8747e-05
4144 8.9211e-05
4160 8.8422e-05
4176 0.000265705
4192 0.000111421
4208 9.0291e-05
4224 9.003e-05
4240 8.8334e-05
4256 8.934e-05
4272 8.9446e-05
4288 8.7875e-05
4304 8.8969e-05
4320 8.772e-05
4336 0.000823168
4352 8.7364e-05
4368 8.9704e-05
4384 8.8726e-05
4400 9.1969e-05
4416 8.899e-05
4432 8.9359e-05
4448 8.8187e-05
4464 8.8423e-05
4480 8.8552e-05
4496 9.6426e-05
4512 8.9007e-05
4528 8.8786e-05
4544 0.000100865
4560 0.000116438
4576 8.7382e-05
4592 8.8905e-05
4608 0.000212095
4624 0.000102657
4640 8.8235e-05
4656 8.9395e-05
4672 0.000141302
4688 0.000108678
4704 9.1247e-05
4720 8.8117e-05
4736 8.8539e-05
4752 8.7829e-05
4768 8.6966e-05
4784 8.7859e-05
4800 0.000933029
4816 8.9182e-05
4832 9.2588e-05
4848 8.6842e-05
4864 8.8081e-05
4880 9.3637e-05
4896 8.9017e-05
4912 8.9451e-05
4928 0.000714742
4944 0.000414796
4960 9.3127e-05
4976 8.8983e-05
4992 8.6767e-05
